EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
USA276,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,Protesters (United States),Gulf Coast Patriot Network,6,66,,840,North America,United States,Louisiana,Caddo,,Shreveport,32.525,-93.75,1,Black Enterprise; KMSS Fox 33,Subnational-National,"On 27 June 2020, more than 300 people protested at the Caddo Parish Courthouse in Shreveport (Louisiana) to demand the relocation of the Confederate statue. A group of armed counter-protesters appeared across the street and had a stand-off with the Confederate Memorial protesters. Some of the armed people were allegedly members of the Gulf Coast Patriot. One man was taken into police custody after he allegedly struck a man and causing his phone to drop.",0,armed; counter-demonstration; crowd size=more than 300,1680633816
USA839,28-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Pennsylvania,Northumberland,,Watsontown,41.084,-76.864,1,Daily Item,National,"On 28 June 2020, people staged a march in Watsontown (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. There was a counter protest with armed people who chanted 'All Lives Matter'. Police formed a line between the two groups, but the march remained peaceful.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA382,28-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,,840,North America,United States,Missouri,St. Louis city,,Saint Louis,38.627,-90.191,1,WIBW-TV13; KMOV4; St. Louis Post-Dispatch; Fox32; 5 On Your Side; St. Louis American; NPR,Subnational-National,"On 28 June 2020, about 300 pro-Black Lives Matter demonstrators marched in Saint Louis (Missouri) calling for the mayor to resign. The demonstrators veered onto a private street, leading to a white couple each pulling out a gun and pointing it at the demonstrators. The couple have been charged with the felony of unlawful use of weapon. Nine of the demonstrators were subsequently issued citations for trespassing for marching onto the couple's private property. The demonstrators later shot fireworks at the mayor's house. Three journalists reported that a small group of demonstrators verbally attacked them and pulled out an AK-47.",0,armed; armed presence; crowd size=about 300,1680633602
USA1661,29-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,WDRB; Political Research Associates,Other-Subnational,"On 29 June 2020, people staged a protest on the Second Street Bridge in Louisville (Kentucky) in support of the Black Lives Matter movement. Members of the Three Percenters (III%) claimed to have worked alongside police by providing overhead cover with rifles. 33 people were arrested and 19 cars were towed.",0,armed; armed presence; crowd size=no report,1680633602
USA14852,29-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Texas,Bell,,Belton,31.059,-97.463,1,MilitiaWatch,Local partner-New media,"On 29 June 2020, about 150 people held a pro-BLM protest against police brutality in Belton (Texas). Armed people including members of Open Carry Texas, unidentified communal militias, and the Boogaloo Boys, showed up to 'provide security' and 'protect private property' at the daytime rally.",0,armed; armed presence; crowd size=about 150,1680633602
USA1032,30-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Pro-Police Group (United States),6,66,,840,North America,United States,Idaho,Ada,,Boise,43.618,-116.2,1,Idaho Press-Tribune,Subnational,"On 30 June 2020, about 1000 people demonstrated in Boise (Idaho) at the City Hall. One group protested in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and demanded police defunding. The counter-protesters, carrying Confederate flags and guns, expressed their support for law enforcement. There was a third group of protesters, with no affiliation reported.",0,armed; counter-demonstration; crowd size=about 1000,1680633585
USA1787,30-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Pennsylvania,Allegheny,,Wilkinsburg,40.442,-79.882,1,WTAE4,Subnational,"On 30 June 2020, 40 people staged a march in front of the Mayor's house in Wilkinsburg (Pennsylvania), demanding answers for the killing of Romir Talley, an African American man, by police in 2019. The Mayor pulled her gun, and her mother grabbed a demonstrator by her hair, allegedly to defend her daughter after the protester got close to the Mayor.",0,armed; crowd size=no report,1680633586
USA15856,30-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Ohio,Stark,,North Canton,40.875,-81.402,1,Crowd Counting Consortium; Repository,Other-Subnational,"On 30 June 2020, about 45 people held a rally and marched through the streets in North Canton (Ohio) in support of the Black Lives Matter movement. A pickup truck attempted to maneuver through the intersection striking two protesters. The protesters confronted the driver of the truck and hurled water bottles at the truck. The driver then got out and pointed a gun at the protesters. Police arrived and arrested the man. There were no serious injuries. According to police the driver was going slowly and they did not believe that the driver 'purposely stormed the intersection with the intent to do any harm', and rather that the driver was 'trying to navigate through the crowd that was blocking traffic.'",0,armed; armed presence; crowd size=about 45,1680633602
USA1212,01-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Pro-Police Group (United States); Back the Blue; UCA: Utah Citizens' Alarm,6,66,,840,North America,United States,Utah,Utah,,Provo,40.234,-111.658,1,Twitter; KUTV Channel 2; Political Research Associates,Other-New media,"On 1 July 2020, several dozens staged a demonstration in Provo (Utah) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. At the same time, another demonstration took place in support of Back the Blue movement. Armed members of the Utah Citizens' Alarm took part in the counter-protest. No incidents reported.",0,armed; counter-demonstration; crowd size=several dozens,1680633603
USA3240,03-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Indiana,Morgan,,Mooresville,39.613,-86.374,1,WTHR13,Subnational,"On 3 July 2020, more than 100 people staged a protest in Mooresville (Indiana) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. On the other side there were also several counter protesters shouting all lives matter, including a small group with guns. No violent incidents were reported.",0,armed; counter-demonstration; crowd size=more than 100,1680633586
USA14857,04-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Watchmen; African American Group (United States),6,,,0,60,,840,North America,United States,Texas,Dallas,,Dallas,32.779,-96.8,1,D Magazine; Crowd Counting Consortium,Other-Subnational,"On 4 July 2020, 200 to 250 Black Lives Matter protesters, including members of an armed Black militia called The Watchmen, gathered at the City Hall in Dallas (Texas) and marched to the Say Their Names Memorial to hold a vigil for Merci Mack, a Black trans woman murdered on June 30.",0,armed; crowd size=200 to 250,1680633585
USA14858,04-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Boogaloo Boys; Virginia Militia; Virginia Knights; BLM757,6,Protesters (United States),RAM: Rise Above Movement,6,66,,840,North America,United States,Virginia,Richmond,,Richmond,37.539,-77.434,1,MilitiaWatch; NPR,Local partner-New media,"On 4 July 2020, demonstrators from the Boogaloo Boys, Virginia Militia, and Virginia Knights invited BLM representatives from the BLM757 to join them in demonstrating against police brutality and in support of gun rights in Richmond (Virginia). Under leadership from the Boogaloo Boys and Virginia Militias, the armed contingencies of the protest movement were joined by white nationalists from the Neo-Nazi Rise Above Movement as part of a gathering crowd. Later after the white nationalists representative began speeches about 'white genocide' the crowd divided, with the members of the Virginia Militia, armed BLM members and members of the Boogaloo Boys shouting slogans against the white nationalist group.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA1524,04-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),African American Group (United States),6,,,0,60,,840,North America,United States,Minnesota,Ramsey,,Saint Paul,44.951,-93.095,1,Star Tribune (Minneapolis); Fox9,Subnational,"On 4 July 2020, a group of armed Black gun owners gathered for 'Black Independence Day rally,' organized by 'Northside Riders 4 Justice,' at the Minnesota State Capitol in Saint Paul (Minnesota) in favor of the right to carry arms.",0,armed; crowd size=no report,1680633585
USA368,04-July-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Women (United States); BLM: Black Lives Matter,6,Protesters (United States),Pro-Police Group (United States),6,66,,840,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,New York Times; 3TV (Phoenix); Arizona Central,Subnational-National,"On 4 July 2020, people held a demonstration in Phoenix (Arizona) to pay homage to Vanessa Guillen, a Latin soldier who was missing since April 22. The demonstrators were calling for justice after it was revealed she was sexually harassed and killed by another Fort Hood soldier, although investigations were ongoing. Two more demonstrations took place in the city on the same day, with a group of counter demonstrators briefly engaging in confrontations with the demonstrators at one of them. During the confrontation, some of the counter demonstrators (some of whom were shouting 'All lives matter') allegedly pointed guns at those demonstrating in support of the BLM movement. Members of both groups were armed, but no violence was reported. On a separate demonstration, people gathered outside the Phoenix ICE office against these detention centers.",0,armed; counter-demonstration; crowd size=no report,1680633585
